Wind speed (knots) 	Wave (m) 	Wave period (s) 	Temperature (°C)
02h 	05h 	08h 	11h 	14h 	17h 	20h 	23h 	02h 	05h 	08h 	11h 	14h 	17h 	20h 	23h 	02h 	05h 	08h 	11h 	14h 	17h 	20h 	23h 	02h 	05h 	08h 	11h 	14h 	17h 	20h 	23h
27.04.2020 	14 	12 	13 	14 	17 	18 	17 	14 	1.5 	1.4 	1.4 	1.4 	1.4 	1.4 	1.4 	1.4 	10 	10 	9 	9 	9 	9 	9 	9 	22 	22 	22 	24 	25 	24 	23 	22
28.04.2020 	14 	14 	13 	15 	18 	16 	14 	15 	1.4 	1.4 	1.3 	1.3 	1.3 	1.3 	1.3 	1.4 	9 	9 	9 	8 	8 	8 	8 	13 	22 	22 	22 	23 	24 	23 	22 	22
29.04.2020 	14 	14 	15 	16 	18 	17 	17 	15 	1.5 	1.6 	1.7 	1.7 	1.7 	1.7 	1.8 	1.8 	13 	13 	13 	13 	12 	12 	11 	11 	21 	21 	21 	23 	24 	23 	22 	22
30.04.2020 	17 	15 	18 	19 	21 	20 	20 	19 	1.8 	1.7 	1.8 	1.9 	1.9 	2 	1.9 	1.9 	11 	11 	11 	10 	7 	7 	7 	7 	22 	22 	22 	22 	23 	24 	23 	22
01.05.2020 	19 	18 	20 	20 	23 	21 	19 	19 	1.9 	1.8 	1.8 	1.9 	1.9 	1.9 	1.9 	1.9 	7 	7 	7 	7 	7 	7 	8 	8 	22 	22 	22 	22 	23 	24 	23 	23
02.05.2020 	18 	18 	18 	19 	21 	20 	18 	18 	1.8 	1.8 	1.7 	1.7 	1.7 	1.6 	1.6 	1.6 	8 	8 	8 	7 	7 	7 	7 	7 	22 	22 	22 	23 	24 	23 	23 	22
03.05.2020 	19 	18 	16 	19 	20 	20 	18 	16 	1.7 	1.7 	1.7 	1.7 	1.7 	1.7 	1.6 	1.6 	8 	13 	12 	12 	12 	11 	11 	11 	22 	22 	22 	23 	24 	24 	23 	23
04.05.2020 	16 	19 	19 	19 	19 	18 	17 	15 	1.6 	1.6 	1.6 	1.6 	1.7 	1.7 	1.6 	1.6 	11 	10 	7 	8 	8 	11 	12 	11 	22 	22 	22 	23 	23 	23 	23 	22
05.05.2020 	17 	16 	15 	18 	21 	19 	18 	15 	1.7 	1.7 	1.7 	1.8 	1.8 	1.8 	1.8 	1.8 	11 	11 	10 	10 	10 	8 	8 	8 	22 	22 	22 	23 	24 	24 	23 	22
06.05.2020 	13 	11 	10 	11 	15 	12 	12 	11 	1.7 	1.6 	1.6 	1.6 	1.5 	1.5 	1.5 	1.4 	11 	11 	11 	11 	11 	11 	11 	11 	22 	21 	21 	24 	25 	24 	23 	22
07.05.2020 	10 	9 	8 	9 	12 	13 	12 	12 	1.4 	1.4 	1.4 	1.3 	1.3 	1.3 	1.3 	1.4 	10 	10 	10 	10 	10 	10 	9 	9 	22 	21 	21 	23 	24 	23 	22 	22
08.05.2020 	10 	11 	12 	12 	14 	14 	12 	12 	1.5 	1.5 	1.6 	1.7 	1.7 	1.7 	1.7 	1.7 	9 	9 	12 	12 	12 	12 	11 	11 	21 	21 	21 	22 	22 	23 	22 	22
09.05.2020 	11 	12 	12 	15 	14 	12 	11 	11 	1.6 	1.6 	1.6 	1.6 	1.6 	1.6 	1.6 	1.5 	11 	11 	11 	11 	12 	12 	11 	11 	21 	21 	21 	22 	23 	22 	22 	22
10.05.2020 	9 	7 	8 	12 	17 	15 	18 	14 	1.5 	1.4 	1.4 	1.4 	1.3 	1.3 	1.3 	1.3 	11 	11 	11 	11 	11 	10 	10 	10 	21 	21 	21 	23 	24 	24 	23 	22
11.05.2020 	13 	14 	17 	18 	19 	16 	14 	13 	1.3 	1.4 	1.5 	1.7 	1.7 	1.6 	1.6 	1.5 	10 	10 	8 	8 	7 	12 	11 	11 	22 	22 	22 	22 	23 	22 	23 	22
12.05.2020 	12 	10 	12 	14 	17 	17 	16 	13 	1.4 	1.4 	1.4 	1.4 	1.4 	1.4 	1.5 	1.4 	11 	16 	15 	15 	14 	15 	14 	14 	22 	21 	21 	23 	24 	24 	23 	23
13.05.2020 	12 	7 	8 	11 	14 	15 	14 	11 	1.4 	1.3 	1.3 	1.2 	1.2 	1.2 	1.2 	1.2 	14 	14 	14 	14 	14 	14 	13 	13 	22 	22 	22 	24 	25 	26 	24 	23
14.05.2020 	8 	2 	2 	3 	6 	7 	7 	9 	1.2 	1.1 	1.1 	1.1 	1 	1 	1 	1 	13 	13 	13 	13 	13 	12 	12 	12 	22 	22 	22 	24 	24 	24 	24 	23
15.05.2020 	12 	7 	8 	10 	16 	14 	14 	15 	1 	1 	0.9 	0.9 	1 	1.1 	1.3 	1.5 	12 	12 	12 	18 	17 	17 	16 	16 	23 	22 	22 	24 	25 	24 	23 	23
16.05.2020 	15 	10 	12 	14 	17 	19 	15 	16 	1.8 	1.9 	2.1 	2.1 	2.1 	2 	2 	1.9 	15 	15 	15 	14 	14 	14 	14 	13 	23 	22 	22 	24 	25 	25 	23 	23
17.05.2020 	15 	13 	13 	15 	17 	18 	17 	13 	1.9 	1.8 	1.7 	1.6 	1.5 	1.5 	1.4 	1.3 	13 	13 	13 	13 	13 	12 	12 	12 	22 	22 	22 	24 	26 	25 	24 	23
18.05.2020 	12 	9 	10 	12 	15 	18 	18 	16 	1.2 	1.2 	1.1 	1.2 	1.2 	1.3 	1.4 	1.4 	11 	11 	11 	11 	11 	10 	7 	7 	23 	23 	22 	25 	25 	24 	23 	23
19.05.2020 	16 	13 	12 	14 	17 	16 	15 	16 	1.3 	1.3 	1.2 	1.2 	1.2 	1.3 	1.3 	1.3 	7 	7 	7 	7 	7 	7 	7 	7 	23 	22 	22 	24 	24 	24 	23 	23
20.05.2020 	15 	16 	15 	16 	17 	15 	15 	13 	1.5 	1.5 	1.5 	1.5 	1.5 	1.5 	1.4 	1.3 	7 	7 	7 	7 	7 	7 	8 	8 	23 	23 	23 	23 	23 	24 	23 	23
21.05.2020 	13 	10 	9 	14 	19 	18 	18 	16 	1.3 	1.2 	1.2 	1.2 	1.5 	1.6 	1.6 	1.6 	8 	8 	8 	8 	8 	8 	8 	8 	22 	22 	22 	24 	24 	24 	23 	23
22.05.2020 	16 	14 	14 	16 	18 	15 	15 	12 	1.6 	1.5 	1.4 	1.4 	1.3 	1.3 	1.3 	1.3 	7 	7 	7 	7 	9 	9 	9 	9 	22 	22 	22 	23 	24 	24 	23 	23
23.05.2020 	10 	8 	10 	15 	19 	20 	16 	15 	1.3 	1.3 	1.3 	1.4 	1.5 	1.7 	1.7 	1.6 	9 	9 	9 	10 	14 	14 	13 	13 	23 	22 	22 	25 	26 	25 	24 	24
24.05.2020 	14 	12 	13 	15 	17 	17 	15 	14 	1.6 	1.5 	1.5 	1.5 	1.5 	1.6 	1.5 	1.4 	13 	13 	12 	12 	12 	12 	12 	12 	24 	23 	23 	25 	26 	24 	24 	24
25.05.2020 	10 	7 	7 	13 	17 	14 	12 	13 	1.3 	1.3 	1.2 	1.3 	1.4 	1.4 	1.4 	1.3 	12 	12 	13 	12 	12 	12 	12 	12 	23 	22 	22 	25 	24 	23 	23 	23
26.05.2020 	11 	9 	10 	11 	15 	16 	14 	14 	1.2 	1.2 	1.1 	1.1 	1.1 	1.1 	1.1 	1.1 	11 	11 	11 	11 	11 	11 	11 	10 	23 	22 	22 	24 	25 	24 	23 	23
27.05.2020 	15 	14 	13 	15 	17 	16 	17 	15 	1.1 	1.2 	1.2 	1.1 	1.2 	1.2 	1.3 	1.4 	11 	11 	10 	10 	10 	10 	11 	11 	23 	23 	23 	25 	26 	25 	23 	23
28.05.2020 	15 	13 	12 	15 	16 	17 	16 	14 	1.4 	1.4 	1.4 	1.4 	1.3 	1.3 	1.3 	1.3 	12 	11 	11 	11 	11 	11 	11 	11 	23 	22 	22 	23 	24 	25 	23 	23
29.05.2020 	14 	11 	10 	15 	15 	19 	17 	13 	1.3 	1.2 	1.2 	1.2 	1.2 	1.2 	1.2 	1.2 	10 	10 	10 	10 	10 	10 	10 	10 	23 	22 	22 	24 	25 	25 	24 	23
30.05.2020 	11 	9 	10 	11 	14 	14 	16 	14 	1.2 	1.2 	1.2 	1.2 	1.2 	1.3 	1.3 	1.3 	11 	11 	11 	11 	13 	12 	12 	12 	23 	23 	23 	25 	25 	24 	23 	23
31.05.2020 	13 	13 	12 	15 	18 	17 	13 	10 	1.3 	1.3 	1.3 	1.3 	1.3 	1.2 	1.2 	1.1 	12 	12 	12 	12 	12 	12 	12 	12 	22 	22 	22 	23 	25 	24 	24 	23
01.06.2020 	11 	13 	11 	9 	11 	12 	11 	13 	1.1 	1.1 	1.1 	1 	1 	1 	1 	1 	12 	12 	12 	12 	12 	12 	12 	12 	23 	23 	23 	24 	25 	25 	24 	24
02.06.2020 	11 	9 	8 	11 	16 	16 	16 	17 	1 	1 	0.9 	0.9 	1 	1 	1.1 	1.1 	12 	11 	11 	11 	11 	11 	11 	11 	24 	24 	24 	26 	27 	26 	25 	24
